invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,revenue,transaction_type
577850,22186,RED STAR CARD HOLDER,12,2011-11-22 11:04:00,1.95,14911.0,EIRE,23.4,Sale
551987,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-05-05 14:55:00,0.85,15005.0,United Kingdom,8.5,Sale
571046,23133,LARGE IVORY HEART WALL ORGANISER,1,2011-10-13 13:35:00,8.25,18096.0,United Kingdom,8.25,Sale
564136,82494L,WOODEN FRAME ANTIQUE WHITE ,24,2011-08-23 11:16:00,2.55,14404.0,United Kingdom,61.2,Sale
566873,22631,CIRCUS PARADE LUNCH BOX ,12,2011-09-15 13:31:00,1.95,12682.0,France,23.4,Sale
550035,20711,JUMBO BAG TOYS ,10,2011-04-14 11:48:00,2.08,15039.0,United Kingdom,20.8,Sale
568183,22384,LUNCH BAG PINK POLKADOT,10,2011-09-25 13:47:00,1.65,13991.0,United Kingdom,16.5,Sale
577785,23188,VINTAGE  2 METRE FOLDING RULER,4,2011-11-21 16:25:00,1.65,16369.0,United Kingdom,6.6,Sale
549954,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,2,2011-04-13 13:25:00,2.95,13700.0,United Kingdom,5.9,Sale
562046,23000,TRAVEL CARD WALLET TRANSPORT,24,2011-08-02 10:34:00,0.42,12378.0,Switzerland,10.08,Sale
553220,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-05-16 09:57:00,4.95,13319.0,United Kingdom,14.85,Sale
543247,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2011-02-04 14:23:00,1.65,16029.0,United Kingdom,165.0,Sale
548796,85099B,JUMBO BAG RED RETROSPOT,8,2011-04-04 12:42:00,2.08,15752.0,United Kingdom,16.64,Sale
561515,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-07-27 15:16:00,2.46,,United Kingdom,4.92,Sale
574950,85032C,CURIOUS IMAGES GIFT WRAP SET,1,2011-11-08 09:29:00,1.63,,United Kingdom,1.63,Sale
573287,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-10-28 14:42:00,2.95,14194.0,United Kingdom,17.700000000000003,Sale
542613,22270,HAPPY EASTER HANGING DECORATION,3,2011-01-30 14:36:00,3.75,17431.0,United Kingdom,11.25,Sale
570167,84836,ZINC METAL HEART DECORATION,12,2011-10-07 14:04:00,1.25,15615.0,United Kingdom,15.0,Sale
554268,21931,JUMBO STORAGE BAG SUKI,3,2011-05-23 12:59:00,2.08,15311.0,United Kingdom,6.24,Sale
578045,23507,MINI PLAYING CARDS BUFFALO BILL ,1,2011-11-22 14:43:00,0.42,17297.0,United Kingdom,0.42,Sale
570217,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-10-09 12:19:00,0.83,17323.0,United Kingdom,6.64,Sale
558991,21533,RETROSPOT LARGE MILK JUG,1,2011-07-05 11:32:00,4.95,14606.0,United Kingdom,4.95,Sale
564553,22430,ENAMEL WATERING CAN CREAM,2,2011-08-25 18:45:00,4.95,18200.0,United Kingdom,9.9,Sale
541596,20975,12 PENCILS SMALL TUBE RED RETROSPOT,5,2011-01-19 16:19:00,0.65,17602.0,United Kingdom,3.25,Sale
552574,75049L,LARGE CIRCULAR MIRROR MOBILE,96,2011-05-10 12:20:00,0.85,15311.0,United Kingdom,81.6,Sale
560930,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,2011-07-22 10:23:00,1.95,15829.0,United Kingdom,23.4,Sale
571931,46776C,WOVEN FROST CUSHION COVER,1,2011-10-19 16:59:00,4.13,,United Kingdom,4.13,Sale
558777,20725,LUNCH BAG RED RETROSPOT,1,2011-07-04 10:23:00,4.13,,United Kingdom,4.13,Sale
543121,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-02-03 13:58:00,1.45,12662.0,Germany,17.4,Sale
549525,79000,MOROCCAN TEA GLASS,6,2011-04-08 15:44:00,1.65,,United Kingdom,9.9,Sale
574678,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-11-06 12:36:00,0.42,13365.0,United Kingdom,10.08,Sale
567656,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,4,2011-09-21 14:40:00,5.79,14096.0,United Kingdom,23.16,Sale
572094,23103,JINGLE BELL HEART DECORATION,24,2011-10-20 14:52:00,1.65,17420.0,United Kingdom,39.6,Sale
581493,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-12-09 10:10:00,0.79,12423.0,Belgium,14.22,Sale
557956,21931,JUMBO STORAGE BAG SUKI,1,2011-06-23 19:20:00,2.08,18283.0,United Kingdom,2.08,Sale
541669,22847,BREAD BIN DINER STYLE IVORY,1,2011-01-20 12:29:00,16.95,17315.0,United Kingdom,16.95,Sale
540468,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",5,2011-01-07 13:55:00,0.85,,United Kingdom,4.25,Sale
541869,22513,DOORSTOP FOOTBALL DESIGN,1,2011-01-24 09:35:00,7.46,,United Kingdom,7.46,Sale
580637,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,2011-12-05 12:40:00,0.21,15033.0,United Kingdom,0.63,Sale
552816,22606,WOODEN SKITTLES GARDEN SET,1,2011-05-11 12:47:00,15.95,15521.0,United Kingdom,15.95,Sale
555572,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-06-05 15:37:00,1.65,12449.0,Belgium,16.5,Sale
548649,21155,RED RETROSPOT PEG BAG,100,2011-04-01 13:21:00,2.1,18179.0,United Kingdom,210.0,Sale
550953,22975,SPACEBOY CHILDRENS EGG CUP,1,2011-04-21 16:17:00,2.46,,United Kingdom,2.46,Sale
578936,35598B,BLACK CHRISTMAS TREE 60CM,1,2011-11-27 13:00:00,0.65,16923.0,United Kingdom,0.65,Sale
557389,21654,RIDGED GLASS FINGER BOWL,24,2011-06-20 11:03:00,0.39,15921.0,United Kingdom,9.36,Sale
541421,21803,CHRISTMAS TREE STAR DECORATION,11,2011-01-17 17:44:00,0.42,,United Kingdom,4.62,Sale
537598,22727,ALARM CLOCK BAKELIKE RED ,4,2010-12-07 12:37:00,3.75,14135.0,United Kingdom,15.0,Sale
571189,85178,VICTORIAN SEWING KIT,12,2011-10-14 11:42:00,1.25,13213.0,United Kingdom,15.0,Sale
575298,23216,LAUREL HEART ANTIQUE GOLD,2,2011-11-09 12:29:00,1.25,17841.0,United Kingdom,2.5,Sale
577795,22633,HAND WARMER UNION JACK,2,2011-11-21 16:50:00,2.1,13246.0,United Kingdom,4.2,Sale
545894,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-03-07 17:04:00,1.69,16242.0,United Kingdom,27.04,Sale
560833,84882,GREEN WIRE STANDING CANDLE HOLDER,1,2011-07-21 12:14:00,3.75,16891.0,United Kingdom,3.75,Sale
564323,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,2011-08-24 13:24:00,1.75,13694.0,United Kingdom,175.0,Sale
547383,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-03-22 15:42:00,0.85,12613.0,Germany,10.2,Sale
541604,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2,2011-01-19 17:23:00,2.95,14572.0,United Kingdom,5.9,Sale
565917,22691,DOORMAT WELCOME SUNRISE,1,2011-09-07 16:15:00,15.79,,United Kingdom,15.79,Sale
575607,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2011-11-10 12:37:00,2.46,14096.0,United Kingdom,4.92,Sale
550323,22902,TOTE BAG I LOVE LONDON,24,2011-04-17 12:57:00,2.1,13692.0,United Kingdom,50.400000000000006,Sale
574287,21817,GLITTER CHRISTMAS TREE,1,2011-11-03 15:09:00,0.39,14723.0,United Kingdom,0.39,Sale
573553,22090,PAPER BUNTING RETROSPOT,1,2011-10-31 13:48:00,6.63,,United Kingdom,6.63,Sale
536566,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,9,2010-12-01 15:21:00,1.25,16928.0,United Kingdom,11.25,Sale
549047,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-04-06 10:07:00,1.25,17783.0,United Kingdom,1.25,Sale
539019,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2010-12-15 14:12:00,1.25,17551.0,United Kingdom,1.25,Sale
539453,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,2010-12-17 17:08:00,7.62,,United Kingdom,15.24,Sale
559295,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-07 12:32:00,12.75,12362.0,Belgium,12.75,Sale
539451,21219,SET/4 BADGES BALLOON GIRL,1,2010-12-17 16:59:00,2.51,,United Kingdom,2.51,Sale
541695,21662,VINTAGE GLASS COFFEE CADDY,2,2011-01-20 18:01:00,11.63,,United Kingdom,23.26,Sale
559488,22379,RECYCLING BAG RETROSPOT ,1,2011-07-08 13:52:00,4.96,,United Kingdom,4.96,Sale
577358,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2011-11-18 15:59:00,5.79,,United Kingdom,11.58,Sale
544886,22467,GUMBALL COAT RACK,12,2011-02-24 11:42:00,2.55,12582.0,Finland,30.6,Sale
544097,22855,FINE WICKER HEART ,48,2011-02-16 09:56:00,1.06,12455.0,Cyprus,50.88,Sale
540121,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2011-01-05 10:35:00,4.65,16145.0,United Kingdom,18.6,Sale
567095,20719,WOODLAND CHARLOTTE BAG,10,2011-09-16 13:03:00,0.85,17049.0,United Kingdom,8.5,Sale
560926,DOT,DOTCOM POSTAGE,1,2011-07-22 09:20:00,356.7,,United Kingdom,356.7,Sale
575516,21519,GIN & TONIC DIET GREETING CARD ,24,2011-11-10 10:45:00,0.42,17340.0,United Kingdom,10.08,Sale
573576,21980,PACK OF 12 RED RETROSPOT TISSUES ,2,2011-10-31 14:09:00,0.83,14096.0,United Kingdom,1.66,Sale
548712,84510C,SET OF 4 POLKADOT COASTERS,1,2011-04-03 14:42:00,1.25,17050.0,United Kingdom,1.25,Sale
557260,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-06-19 10:39:00,2.95,17932.0,United Kingdom,17.700000000000003,Sale
560249,16235,RECYCLED PENCIL WITH RABBIT ERASER,18,2011-07-17 12:26:00,0.21,17571.0,United Kingdom,3.78,Sale
549738,22659,LUNCH BOX I LOVE LONDON,12,2011-04-12 09:28:00,1.95,,Hong Kong,23.4,Sale
580399,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-12-04 11:45:00,0.83,13471.0,United Kingdom,6.64,Sale
541684,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,2011-01-20 15:22:00,2.95,15498.0,United Kingdom,2.95,Sale
547960,22619,SET OF 6 SOLDIER SKITTLES,1,2011-03-28 15:27:00,3.75,15644.0,United Kingdom,3.75,Sale
575930,84971S,SMALL HEART FLOWERS HOOK ,1,2011-11-11 17:58:00,1.63,,United Kingdom,1.63,Sale
570187,22203,MILK PAN RED RETROSPOT,1,2011-10-07 15:09:00,7.46,,United Kingdom,7.46,Sale
578283,23084,RABBIT NIGHT LIGHT,48,2011-11-23 13:54:00,1.79,13139.0,United Kingdom,85.92,Sale
537434,22150,3 STRIPEY MICE FELTCRAFT,4,2010-12-06 16:57:00,4.21,,United Kingdom,16.84,Sale
545062,21868,POTTING SHED TEA MUG,2,2011-02-27 14:07:00,1.25,12748.0,United Kingdom,2.5,Sale
547906,23194,GYMKHANA TREASURE BOOK BOX,3,2011-03-28 12:13:00,2.25,14410.0,United Kingdom,6.75,Sale
580695,22301,COFFEE MUG CAT + BIRD DESIGN,2,2011-12-05 16:03:00,2.55,13230.0,United Kingdom,5.1,Sale
539750,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,2010-12-21 15:40:00,3.36,,United Kingdom,6.72,Sale
561026,84660A,WHITE STITCHED WALL CLOCK,1,2011-07-24 10:49:00,0.79,17265.0,United Kingdom,0.79,Sale
548621,47594B,SCOTTIES DESIGN WASHBAG,2,2011-04-01 11:54:00,1.95,16960.0,United Kingdom,3.9,Sale
559783,20675,BLUE POLKADOT BOWL,8,2011-07-12 12:02:00,1.25,13069.0,United Kingdom,10.0,Sale
565320,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-09-02 13:10:00,0.42,16745.0,United Kingdom,50.4,Sale
556470,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-06-12 11:41:00,8.5,15291.0,United Kingdom,17.0,Sale
569483,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-10-04 12:45:00,1.45,14057.0,United Kingdom,17.4,Sale
576851,23322,LARGE WHITE HEART OF WICKER,1,2011-11-16 15:41:00,2.95,15967.0,United Kingdom,2.95,Sale
569653,20725,LUNCH BAG RED RETROSPOT,20,2011-10-05 12:52:00,1.65,12451.0,Switzerland,33.0,Sale
570410,22439,6 ROCKET BALLOONS ,10,2011-10-10 13:04:00,0.65,16776.0,United Kingdom,6.5,Sale
573898,22841,ROUND CAKE TIN VINTAGE GREEN,1,2011-11-01 14:35:00,7.95,14562.0,United Kingdom,7.95,Sale
562087,21231,SWEETHEART CERAMIC TRINKET BOX,1,2011-08-02 12:31:00,1.25,14606.0,United Kingdom,1.25,Sale
561363,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,3,2011-07-26 15:42:00,4.15,17238.0,United Kingdom,12.45,Sale
578264,22217,T-LIGHT HOLDER HANGING LACE,2,2011-11-23 13:27:00,1.25,12748.0,United Kingdom,2.5,Sale
579434,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2011-11-29 13:17:00,4.95,16678.0,United Kingdom,44.55,Sale
571266,22624,IVORY KITCHEN SCALES,1,2011-10-16 11:41:00,8.5,17769.0,United Kingdom,8.5,Sale
572549,21935,SUKI  SHOULDER BAG,5,2011-10-24 17:03:00,1.63,,United Kingdom,8.149999999999999,Sale
577217,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-11-18 11:53:00,1.25,17324.0,United Kingdom,15.0,Sale
559109,22167, OVAL WALL MIRROR DIAMANTE ,1,2011-07-06 11:52:00,9.95,15021.0,United Kingdom,9.95,Sale
537823,22812,PACK 3 BOXES CHRISTMAS PANNETONE,3,2010-12-08 14:25:00,4.21,,United Kingdom,12.63,Sale
570187,85203,HANGING WOOD AND FELT BUTTERFLY ,1,2011-10-07 15:09:00,0.79,,United Kingdom,0.79,Sale
569210,84849D,HOT BATHS SOAP HOLDER,3,2011-10-02 11:41:00,1.69,13681.0,United Kingdom,5.07,Sale
550123,22516,CHILDS GARDEN RAKE BLUE,1,2011-04-14 12:39:00,2.1,,United Kingdom,2.1,Sale
555124,85049F,BABY BOOM RIBBONS ,1,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,1.25,Sale
563532,23296,SET OF 6 TEA TIME BAKING CASES,128,2011-08-17 11:04:00,1.04,17511.0,United Kingdom,133.12,Sale
539451,22444,GROW YOUR OWN PLANT IN A CAN ,2,2010-12-17 16:59:00,2.51,,United Kingdom,5.02,Sale
546388,21243,PINK  POLKADOT PLATE ,4,2011-03-11 13:43:00,3.29,,United Kingdom,13.16,Sale
560185,21212,PACK OF 72 RETROSPOT CAKE CASES,48,2011-07-15 11:50:00,0.55,14676.0,United Kingdom,26.4,Sale
537781,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2010-12-08 12:46:00,1.65,17341.0,United Kingdom,1.65,Sale
562574,23321,SMALL WHITE HEART OF WICKER,4,2011-08-07 12:42:00,1.65,14903.0,United Kingdom,6.6,Sale
547872,15058B,PINK POLKADOT GARDEN PARASOL,2,2011-03-27 14:34:00,7.95,16777.0,United Kingdom,15.9,Sale
562417,23061,VINTAGE EMBOSSED HEART,10,2011-08-04 16:32:00,2.46,,United Kingdom,24.6,Sale
561382,20886,BOX OF 9 PEBBLE CANDLES,1,2011-07-26 17:27:00,1.95,16750.0,United Kingdom,1.95,Sale
546896,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-03-17 18:24:00,1.25,,United Kingdom,1.25,Sale
568831,22593,CHRISTMAS GINGHAM STAR,10,2011-09-29 11:35:00,0.85,16059.0,United Kingdom,8.5,Sale
569405,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,2011-10-04 09:05:00,3.75,15241.0,United Kingdom,30.0,Sale
573763,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,2011-11-01 09:56:00,1.25,17139.0,United Kingdom,15.0,Sale
575984,23344,JUMBO BAG 50'S CHRISTMAS ,8,2011-11-13 13:50:00,2.08,17068.0,United Kingdom,16.64,Sale
581405,70006,LOVE HEART POCKET WARMER,1,2011-12-08 13:50:00,0.79,13521.0,United Kingdom,0.79,Sale
541592,22422,TOOTHPASTE TUBE PEN,1,2011-01-19 15:08:00,1.25,,United Kingdom,1.25,Sale
536839,22027,TEA PARTY BIRTHDAY CARD,12,2010-12-02 18:25:00,0.42,15093.0,United Kingdom,5.04,Sale
540469,21677,HEARTS  STICKERS,6,2011-01-07 14:04:00,0.85,12484.0,Spain,5.1,Sale
546909,22971,QUEENS GUARD COFFEE MUG,6,2011-03-17 19:01:00,2.55,14056.0,United Kingdom,15.3,Sale
541110,21164,HOME SWEET HOME METAL SIGN ,1,2011-01-13 15:11:00,2.95,15916.0,United Kingdom,2.95,Sale
577482,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-11-20 11:43:00,4.25,16762.0,United Kingdom,12.75,Sale
559887,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-07-13 11:44:00,4.95,13263.0,United Kingdom,4.95,Sale
539958,21918,SET 12 KIDS COLOUR  CHALK STICKS,4,2010-12-23 13:26:00,0.85,,United Kingdom,3.4,Sale
573335,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,2011-10-30 11:35:00,1.25,15059.0,United Kingdom,2.5,Sale
558311,21244,BLUE POLKADOT PLATE ,96,2011-06-28 11:22:00,1.45,14646.0,Netherlands,139.2,Sale
549561,22295,HEART FILIGREE DOVE LARGE,12,2011-04-10 13:36:00,1.65,13570.0,United Kingdom,19.8,Sale
556243,22098,BOUDOIR SQUARE TISSUE BOX,2,2011-06-09 16:07:00,2.46,,United Kingdom,4.92,Sale
543350,22200,FRYING PAN PINK POLKADOT,1,2011-02-07 13:15:00,4.25,13809.0,Cyprus,4.25,Sale
571183,20679,EDWARDIAN PARASOL RED,3,2011-10-14 11:08:00,5.95,14796.0,United Kingdom,17.85,Sale
550474,22469,HEART OF WICKER SMALL,3,2011-04-18 13:58:00,1.65,,United Kingdom,4.949999999999999,Sale
544301,21260,FIRST AID TIN,1,2011-02-17 12:59:00,3.25,14606.0,United Kingdom,3.25,Sale
544688,22607,WOODEN ROUNDERS GARDEN SET ,3,2011-02-23 08:29:00,9.95,18151.0,United Kingdom,29.85,Sale
540268,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-06 11:25:00,1.95,13458.0,United Kingdom,19.5,Sale
553356,23199,JUMBO BAG APPLES,10,2011-05-16 14:05:00,2.08,14038.0,United Kingdom,20.8,Sale
574734,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-06 15:20:00,1.69,15025.0,United Kingdom,13.52,Sale
578940,22423,REGENCY CAKESTAND 3 TIER,5,2011-11-27 13:18:00,24.96,,United Kingdom,124.8,Sale
565471,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-09-05 10:12:00,0.55,13931.0,United Kingdom,13.2,Sale
581501,22942,CHRISTMAS LIGHTS 10 SANTAS ,12,2011-12-09 10:46:00,2.95,12985.0,United Kingdom,35.400000000000006,Sale
539444,22075,6 RIBBONS ELEGANT CHRISTMAS ,12,2010-12-17 15:52:00,1.65,14146.0,United Kingdom,19.8,Sale
554963,21533,RETROSPOT LARGE MILK JUG,3,2011-05-27 15:32:00,4.95,14625.0,United Kingdom,14.85,Sale
545717,84997a,CHILDRENS CUTLERY POLKADOT GREEN ,3,2011-03-07 10:15:00,8.29,,United Kingdom,24.87,Sale
551174,21555,CERAMIC STRAWBERRY TRINKET TRAY,1,2011-04-26 17:02:00,2.46,,United Kingdom,2.46,Sale
571847,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-10-19 12:39:00,4.95,15220.0,United Kingdom,14.85,Sale
578067,90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,1,2011-11-22 15:43:00,5.4,,United Kingdom,5.4,Sale
559878,23173,REGENCY TEAPOT ROSES ,1,2011-07-13 11:19:00,9.95,15493.0,United Kingdom,9.95,Sale
580107,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-12-01 15:32:00,2.1,15948.0,United Kingdom,12.6,Sale
543306,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,2,2011-02-07 11:56:00,0.42,16686.0,United Kingdom,0.84,Sale
544795,22047,EMPIRE GIFT WRAP,25,2011-02-23 13:21:00,0.42,15858.0,United Kingdom,10.5,Sale
536876,22069,BROWN  PIRATE TREASURE CHEST ,2,2010-12-03 11:36:00,3.36,,United Kingdom,6.72,Sale
580468,35970,ZINC FOLKART SLEIGH BELLS,1,2011-12-04 12:31:00,1.69,12748.0,United Kingdom,1.69,Sale
572675,23350,ROLL WRAP VINTAGE SPOT ,1,2011-10-25 13:20:00,1.25,17917.0,United Kingdom,1.25,Sale
571694,22537,MAGIC DRAWING SLATE DINOSAUR,24,2011-10-18 14:44:00,0.42,13308.0,United Kingdom,10.08,Sale
580545,23418,LAVENDER TOILETTE BOTTLE,12,2011-12-05 09:16:00,2.08,12782.0,Portugal,24.96,Sale
544788,22717,CARD DOG AND BALL ,12,2011-02-23 12:18:00,0.42,13089.0,United Kingdom,5.04,Sale
550636,22535,MAGIC DRAWING SLATE BUNNIES ,2,2011-04-19 15:37:00,0.83,,United Kingdom,1.66,Sale
566085,20728,LUNCH BAG CARS BLUE,3,2011-09-09 10:12:00,1.65,17841.0,United Kingdom,4.949999999999999,Sale
542534,21624,VINTAGE UNION JACK DOORSTOP,3,2011-01-28 13:27:00,5.95,13707.0,United Kingdom,17.85,Sale
567980,20679,EDWARDIAN PARASOL RED,1,2011-09-23 11:22:00,5.95,15311.0,United Kingdom,5.95,Sale
539256,21524,DOORMAT SPOTTY HOME SWEET HOME,4,2010-12-16 14:27:00,7.95,15601.0,United Kingdom,31.8,Sale
554511,22630,DOLLY GIRL LUNCH BOX,2,2011-05-24 15:52:00,4.13,,United Kingdom,8.26,Sale
581095,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,4,2011-12-07 11:35:00,1.25,17238.0,United Kingdom,5.0,Sale
576653,22993,SET OF 4 PANTRY JELLY MOULDS,72,2011-11-16 10:45:00,1.06,14156.0,EIRE,76.32000000000001,Sale
575661,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,6,2011-11-10 14:39:00,0.29,12617.0,France,1.7399999999999998,Sale
560989,23182,TOILET SIGN OCCUPIED OR VACANT,12,2011-07-22 13:20:00,0.83,15704.0,United Kingdom,9.96,Sale
576077,22350,ILLUSTRATED CAT BOWL ,3,2011-11-13 16:22:00,2.55,16720.0,United Kingdom,7.649999999999999,Sale
561693,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-07-29 09:48:00,1.45,15120.0,United Kingdom,17.4,Sale
562377,23299,FOOD COVER WITH BEADS SET 2 ,2,2011-08-04 15:04:00,3.75,14535.0,United Kingdom,7.5,Sale
560453,22729,ALARM CLOCK BAKELIKE ORANGE,8,2011-07-19 09:52:00,3.75,13209.0,United Kingdom,30.0,Sale
575691,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-11-10 16:21:00,7.95,14180.0,United Kingdom,31.8,Sale
574673,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,1,2011-11-06 12:26:00,0.42,15555.0,United Kingdom,0.42,Sale
564818,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-08-30 12:10:00,1.25,,United Kingdom,1.25,Sale
538368,21881,CUTE CATS TAPE,1,2010-12-12 10:57:00,0.65,15503.0,United Kingdom,0.65,Sale
569828,23317,BLUE REFECTORY CLOCK ,1,2011-10-06 12:35:00,9.95,14527.0,United Kingdom,9.95,Sale
561209,23157,SET OF 6 NATIVITY MAGNETS ,1,2011-07-25 16:57:00,4.13,,United Kingdom,4.13,Sale
554977,82567,"AIRLINE LOUNGE,METAL SIGN",1,2011-05-29 11:03:00,2.1,16444.0,United Kingdom,2.1,Sale
551893,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-05-05 10:07:00,0.65,17675.0,United Kingdom,15.6,Sale
540098,47593B,SCOTTIE DOGS BABY BIB,1,2011-01-04 15:50:00,1.25,16241.0,United Kingdom,1.25,Sale
543015,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,2011-02-02 13:46:00,8.5,14188.0,United Kingdom,34.0,Sale
567515,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,2011-09-20 15:29:00,9.95,16839.0,United Kingdom,79.6,Sale
563848,23286,BLUE VINTAGE SPOT BEAKER,16,2011-08-19 14:57:00,0.85,14911.0,EIRE,13.6,Sale
557299,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,2011-06-19 13:56:00,1.65,13047.0,United Kingdom,9.9,Sale
575705,21818,GLITTER HEART DECORATION,36,2011-11-10 17:06:00,0.39,15159.0,United Kingdom,14.04,Sale
547380,20716,PARTY FOOD SHOPPER BAG,2,2011-03-22 15:20:00,1.25,16809.0,United Kingdom,2.5,Sale
573585,21739,COSY SLIPPER SHOES SMALL GREEN,5,2011-10-31 14:41:00,2.46,,United Kingdom,12.3,Sale
559506,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,2011-07-08 15:17:00,3.29,,United Kingdom,3.29,Sale
571271,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-10-16 12:16:00,1.25,15440.0,United Kingdom,15.0,Sale
538524,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,2010-12-13 09:35:00,2.98,,United Kingdom,5.96,Sale
574587,21755,LOVE BUILDING BLOCK WORD,6,2011-11-06 10:29:00,6.25,14936.0,Channel Islands,37.5,Sale
578653,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-11-24 16:40:00,11.95,18161.0,United Kingdom,23.9,Sale
556248,22918,HERB MARKER PARSLEY,12,2011-06-09 16:33:00,0.65,15681.0,United Kingdom,7.800000000000001,Sale
549847,22501,PICNIC BASKET WICKER LARGE,2,2011-04-12 14:43:00,9.95,15358.0,United Kingdom,19.9,Sale
573343,23211,RED ROCKING HORSE HAND PAINTED,5,2011-10-30 11:59:00,1.25,13566.0,United Kingdom,6.25,Sale
564666,22815,CARD PSYCHEDELIC APPLES,12,2011-08-26 14:51:00,0.42,12492.0,Germany,5.04,Sale
556812,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-06-14 17:25:00,10.79,,United Kingdom,10.79,Sale
565649,22853,CAT BOWL VINTAGE CREAM,2,2011-09-05 16:27:00,3.25,16712.0,United Kingdom,6.5,Sale
543028,22084,PAPER CHAIN KIT EMPIRE,6,2011-02-02 15:09:00,2.95,14443.0,United Kingdom,17.700000000000003,Sale
544597,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-02-21 17:42:00,0.55,16014.0,United Kingdom,0.55,Sale
560225,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,1,2011-07-15 16:27:00,0.83,,United Kingdom,0.83,Sale
552668,21328,BALLOONS  WRITING SET ,1,2011-05-10 15:05:00,3.29,,United Kingdom,3.29,Sale
541970,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,12,2011-01-24 13:48:00,2.95,15179.0,United Kingdom,35.400000000000006,Sale
579297,23068,ALUMINIUM STAMPED HEART,1,2011-11-29 11:23:00,4.96,,United Kingdom,4.96,Sale
